match_id,team_id,goals,possession,shots,shots_on_target,corners,fouls,yellow_cards,red_cards,expected_goals
HIST_ARG_URU_20030820,ARG,3,0.5,12,4,4,12,1,0,3.0
HIST_JOR_IRQ_20030826,JOR,2,0.5,12,4,4,12,1,0,2.0
HIST_AUS_JAM_20030907,AUS,2,0.5,12,4,4,12,1,0,2.0
HIST_JPN_SEN_20030910,JPN,0,0.5,12,4,4,12,1,0,0.0
HIST_JOR_IRN_20030926,JOR,3,0.5,12,4,4,12,1,0,3.0
HIST_EGY_RSA_20031115,EGY,2,0.5,12,4,4,12,1,0,2.0
HIST_GER_FRA_20031115,GER,0,0.5,12,4,4,12,1,0,0.0
HIST_SWE_NOR_20040122,SWE,0,0.5,12,4,4,12,1,0,0.0
HIST_JPN_IRQ_20040212,JPN,2,0.5,12,4,4,12,1,0,2.0
HIST_JPN_IRQ_20040212,IRQ,0,0.5,12,4,4,12,1,0,0.0
HIST_MAR_SUI_20040218,MAR,2,0.5,12,4,4,12,1,0,2.0
HIST_MEX_ECU_20040310,MEX,2,0.5,12,4,4,12,1,0,2.0
HIST_JOR_QAT_20040331,JOR,1,0.5,12,4,4,12,1,0,1.0
HIST_AUS_TUR_20040524,AUS,0,0.5,12,4,4,12,1,0,0.0
HIST_ALG_JOR_20040530,JOR,1,0.5,12,4,4,12,1,0,1.0
HIST_RSA_CPV_20040605,RSA,2,0.5,12,4,4,12,1,0,2.0
HIST_ENG_SUI_20040617,SUI,0,0.5,12,4,4,12,1,0,0.0
HIST_ARG_COL_20040627,ARG,0,0.5,12,4,4,12,1,0,0.0
HIST_BRA_PAR_20040714,PAR,2,0.5,12,4,4,12,1,0,2.0
HIST_COL_URU_20040724,COL,1,0.5,12,4,4,12,1,0,1.0
HIST_AUT_ENG_20040904,AUT,2,0.5,12,4,4,12,1,0,2.0
HIST_ITA_NOR_20040904,NOR,1,0.5,12,4,4,12,1,0,1.0
HIST_IRN_GER_20041009,GER,2,0.5,12,4,4,12,1,0,2.0
HIST_QAT_IRN_20041013,IRN,3,0.5,12,4,4,12,1,0,3.0
HIST_AUS_NOR_20041116,AUS,2,0.5,12,4,4,12,1,0,2.0
HIST_COL_KOR_20050115,COL,2,0.5,12,4,4,12,1,0,2.0
HIST_ENG_NED_20050209,ENG,0,0.5,12,4,4,12,1,0,0.0
HIST_PAN_MEX_20050330,MEX,1,0.5,12,4,4,12,1,0,1.0
HIST_JOR_IRQ_20050608,JOR,0,0.5,12,4,4,12,1,0,0.0
HIST_KSA_UZB_20050608,KSA,3,0.5,12,4,4,12,1,0,3.0
HIST_GER_ARG_20050621,GER,2,0.5,12,4,4,12,1,0,2.0
HIST_MEX_ARG_20050626,ARG,1,0.5,12,4,4,12,1,0,1.0
HIST_GER_MEX_20050629,GER,4,0.5,12,4,4,12,1,0,4.0
HIST_USA_CAN_20050709,CAN,0,0.5,12,4,4,12,1,0,0.0
HIST_NED_GER_20050817,NED,2,0.5,12,4,4,12,1,0,2.0
HIST_SCO_ITA_20050903,ITA,1,0.5,12,4,4,12,1,0,1.0
HIST_ESP_CAN_20050903,CAN,1,0.5,12,4,4,12,1,0,1.0
HIST_NOR_SCO_20050907,NOR,1,0.5,12,4,4,12,1,0,1.0
HIST_ENG_ARG_20051112,ENG,3,0.5,12,4,4,12,1,0,3.0
HIST_KOR_CRO_20060129,CRO,0,0.5,12,4,4,12,1,0,0.0
HIST_MEX_KOR_20060215,KOR,1,0.5,12,4,4,12,1,0,1.0
HIST_ARG_CRO_20060301,ARG,2,0.5,12,4,4,12,1,0,2.0
HIST_AUT_CAN_20060301,AUT,0,0.5,12,4,4,12,1,0,0.0
HIST_USA_JAM_20060411,USA,1,0.5,12,4,4,12,1,0,1.0
HIST_POR_CPV_20060527,POR,4,0.5,12,4,4,12,1,0,4.0
HIST_SUI_CIV_20060527,SUI,1,0.5,12,4,4,12,1,0,1.0
HIST_ARG_CIV_20060610,CIV,1,0.5,12,4,4,12,1,0,1.0
HIST_MEX_IRN_20060611,MEX,3,0.5,12,4,4,12,1,0,3.0
HIST_BRA_CRO_20060613,CRO,0,0.5,12,4,4,12,1,0,0.0
HIST_FRA_KOR_20060618,KOR,1,0.5,12,4,4,12,1,0,1.0
HIST_NED_ARG_20060621,ARG,0,0.5,12,4,4,12,1,0,0.0
HIST_FRA_ITA_20060906,FRA,3,0.5,12,4,4,12,1,0,3.0
HIST_AUS_GHA_20061114,AUS,1,0.5,12,4,4,12,1,0,1.0
HIST_ECU_SWE_20070121,SWE,1,0.5,12,4,4,12,1,0,1.0
HIST_BEL_CZE_20070207,BEL,0,0.5,12,4,4,12,1,0,0.0
HIST_HAI_PAN_20070324,PAN,0,0.5,12,4,4,12,1,0,0.0
HIST_JOR_IRQ_20070612,IRQ,0,0.5,12,4,4,12,1,0,0.0
HIST_IRN_UZB_20070711,IRN,2,0.5,12,4,4,12,1,0,2.0
HIST_KSA_UZB_20070722,UZB,1,0.5,12,4,4,12,1,0,1.0
HIST_KOR_JPN_20070728,KOR,0,0.5,12,4,4,12,1,0,0.0
HIST_NOR_ARG_20070822,ARG,1,0.5,12,4,4,12,1,0,1.0
HIST_ITA_FRA_20070908,ITA,0,0.5,12,4,4,12,1,0,0.0
HIST_MEX_PAN_20070909,MEX,1,0.5,12,4,4,12,1,0,1.0
HIST_AUS_ARG_20070911,ARG,1,0.5,12,4,4,12,1,0,1.0
HIST_ITA_RSA_20071017,RSA,0,0.5,12,4,4,12,1,0,0.0
HIST_JPN_EGY_20071017,JPN,4,0.5,12,4,4,12,1,0,4.0
HIST_PAR_ECU_20071117,ECU,1,0.5,12,4,4,12,1,0,1.0
HIST_ESP_SWE_20071117,SWE,0,0.5,12,4,4,12,1,0,0.0
HIST_AUT_TUN_20071121,AUT,0,0.5,12,4,4,12,1,0,0.0
HIST_BRA_URU_20071121,BRA,2,0.5,12,4,4,12,1,0,2.0
HIST_ESP_FRA_20080206,FRA,0,0.5,12,4,4,12,1,0,0.0
HIST_CIV_PAR_20080522,PAR,1,0.5,12,4,4,12,1,0,1.0
HIST_JPN_CIV_20080524,CIV,0,0.5,12,4,4,12,1,0,0.0
HIST_IRQ_AUS_20080607,IRQ,1,0.5,12,4,4,12,1,0,1.0
HIST_CZE_POR_20080611,POR,3,0.5,12,4,4,12,1,0,3.0
HIST_ENG_CZE_20080820,CZE,2,0.5,12,4,4,12,1,0,2.0
HIST_ALG_SEN_20080905,SEN,2,0.5,12,4,4,12,1,0,2.0
HIST_URU_ECU_20080910,URU,0,0.5,12,4,4,12,1,0,0.0
HIST_KOR_UZB_20081011,KOR,3,0.5,12,4,4,12,1,0,3.0
HIST_SWE_POR_20081011,POR,0,0.5,12,4,4,12,1,0,0.0
HIST_BEL_ESP_20081015,ESP,2,0.5,12,4,4,12,1,0,2.0
HIST_FRA_URU_20081119,URU,0,0.5,12,4,4,12,1,0,0.0
HIST_GER_NOR_20090211,NOR,1,0.5,12,4,4,12,1,0,1.0
HIST_POR_RSA_20090331,POR,2,0.5,12,4,4,12,1,0,2.0
HIST_IRN_SEN_20090401,IRN,1,0.5,12,4,4,12,1,0,1.0
HIST_TUR_ESP_20090401,ESP,2,0.5,12,4,4,12,1,0,2.0
HIST_ECU_PAR_20090401,ECU,1,0.5,12,4,4,12,1,0,1.0
HIST_ARG_PAN_20090520,PAN,1,0.5,12,4,4,12,1,0,1.0
HIST_ARG_COL_20090606,ARG,1,0.5,12,4,4,12,1,0,1.0
HIST_QAT_AUS_20090606,QAT,0,0.5,12,4,4,12,1,0,0.0
HIST_JPN_QAT_20090610,JPN,1,0.5,12,4,4,12,1,0,1.0
HIST_KOR_IRN_20090617,KOR,1,0.5,12,4,4,12,1,0,1.0
HIST_EGY_USA_20090621,EGY,0,0.5,12,4,4,12,1,0,0.0
HIST_CAN_JAM_20090703,CAN,1,0.5,12,4,4,12,1,0,1.0
HIST_USA_MEX_20090726,USA,0,0.5,12,4,4,12,1,0,0.0
HIST_ARG_GHA_20090930,ARG,2,0.5,12,4,4,12,1,0,2.0
HIST_SUI_NOR_20091114,NOR,1,0.5,12,4,4,12,1,0,1.0
HIST_AUT_ESP_20091118,ESP,5,0.5,12,4,4,12,1,0,5.0
HIST_ITA_SWE_20091118,ITA,1,0.5,12,4,4,12,1,0,1.0
HIST_JAM_CAN_20100131,CAN,0,0.5,12,4,4,12,1,0,0.0
HIST_SCO_CZE_20100303,CZE,0,0.5,12,4,4,12,1,0,0.0
HIST_PAR_RSA_20100331,PAR,1,0.5,12,4,4,12,1,0,1.0
HIST_TUN_FRA_20100530,TUN,1,0.5,12,4,4,12,1,0,1.0
HIST_ITA_PAR_20100614,PAR,1,0.5,12,4,4,12,1,0,1.0
HIST_NED_JPN_20100619,JPN,0,0.5,12,4,4,12,1,0,0.0
HIST_USA_BRA_20100810,BRA,2,0.5,12,4,4,12,1,0,2.0
HIST_MEX_ESP_20100811,MEX,1,0.5,12,4,4,12,1,0,1.0
HIST_RSA_GHA_20100811,GHA,0,0.5,12,4,4,12,1,0,0.0
HIST_JOR_IRQ_20100916,IRQ,1,0.5,12,4,4,12,1,0,1.0
HIST_IRN_BRA_20101007,IRN,0,0.5,12,4,4,12,1,0,0.0
HIST_IRN_BRA_20101007,BRA,3,0.5,12,4,4,12,1,0,3.0
HIST_QAT_IRQ_20101012,IRQ,2,0.5,12,4,4,12,1,0,2.0
HIST_ARG_BRA_20101117,BRA,0,0.5,12,4,4,12,1,0,0.0
HIST_POR_ESP_20101117,ESP,0,0.5,12,4,4,12,1,0,0.0
HIST_IRQ_IRN_20110111,IRQ,1,0.5,12,4,4,12,1,0,1.0
HIST_JOR_KSA_20110113,KSA,0,0.5,12,4,4,12,1,0,0.0
HIST_UZB_JOR_20110121,JOR,1,0.5,12,4,4,12,1,0,1.0
HIST_IRN_KOR_20110122,IRN,0,0.5,12,4,4,12,1,0,0.0
HIST_GER_ITA_20110209,GER,1,0.5,12,4,4,12,1,0,1.0
HIST_ESP_CZE_20110325,CZE,1,0.5,12,4,4,12,1,0,1.0
HIST_RSA_EGY_20110326,EGY,0,0.5,12,4,4,12,1,0,0.0
HIST_USA_ESP_20110604,USA,0,0.5,12,4,4,12,1,0,0.0
HIST_JPN_CZE_20110607,CZE,0,0.5,12,4,4,12,1,0,0.0
HIST_PAR_ECU_20110703,ECU,0,0.5,12,4,4,12,1,0,0.0
HIST_BRA_PAR_20110709,BRA,2,0.5,12,4,4,12,1,0,2.0
HIST_JOR_IRQ_20110716,IRQ,1,0.5,12,4,4,12,1,0,1.0
HIST_BRA_PAR_20110717,BRA,0,0.5,12,4,4,12,1,0,0.0
HIST_URU_PAR_20110724,URU,3,0.5,12,4,4,12,1,0,3.0
HIST_URU_PAR_20110724,PAR,0,0.5,12,4,4,12,1,0,0.0
HIST_NOR_CZE_20110810,CZE,0,0.5,12,4,4,12,1,0,0.0
HIST_BRA_GHA_20110905,BRA,1,0.5,12,4,4,12,1,0,1.0
HIST_BRA_GHA_20110905,GHA,0,0.5,12,4,4,12,1,0,0.0
HIST_UZB_JPN_20110906,JPN,1,0.5,12,4,4,12,1,0,1.0
HIST_ARG_BRA_20110914,ARG,0,0.5,12,4,4,12,1,0,0.0
HIST_ENG_NED_20120229,ENG,2,0.5,12,4,4,12,1,0,2.0
HIST_IRN_QAT_20120229,IRN,2,0.5,12,4,4,12,1,0,2.0
HIST_SUI_ARG_20120229,SUI,1,0.5,12,4,4,12,1,0,1.0
HIST_NOR_CRO_20120602,NOR,1,0.5,12,4,4,12,1,0,1.0
HIST_ESP_ITA_20120610,ITA,1,0.5,12,4,4,12,1,0,1.0
HIST_JOR_UZB_20120813,JOR,0,0.5,12,4,4,12,1,0,0.0
HIST_SWE_BRA_20120815,BRA,3,0.5,12,4,4,12,1,0,3.0
HIST_ESP_KSA_20120907,ESP,5,0.5,12,4,4,12,1,0,5.0
HIST_PAN_CAN_20120911,CAN,0,0.5,12,4,4,12,1,0,0.0
HIST_URU_ECU_20120911,ECU,1,0.5,12,4,4,12,1,0,1.0
HIST_IRN_KOR_20121016,IRN,1,0.5,12,4,4,12,1,0,1.0
HIST_IRN_UZB_20121114,UZB,1,0.5,12,4,4,12,1,0,1.0
HIST_GHA_CPV_20130202,CPV,0,0.5,12,4,4,12,1,0,0.0
HIST_SWE_ARG_20130206,ARG,3,0.5,12,4,4,12,1,0,3.0
HIST_JAM_PAN_20130322,PAN,1,0.5,12,4,4,12,1,0,1.0
HIST_JOR_JPN_20130326,JPN,1,0.5,12,4,4,12,1,0,1.0
HIST_PAN_MEX_20130607,PAN,0,0.5,12,4,4,12,1,0,0.0
HIST_HAI_ESP_20130608,ESP,2,0.5,12,4,4,12,1,0,2.0
HIST_BRA_FRA_20130609,FRA,0,0.5,12,4,4,12,1,0,0.0
HIST_ITA_JPN_20130619,ITA,4,0.5,12,4,4,12,1,0,4.0
HIST_ESP_ITA_20130627,ESP,0,0.5,12,4,4,12,1,0,0.0
HIST_KOR_HAI_20130906,KOR,4,0.5,12,4,4,12,1,0,4.0
HIST_TUN_CPV_20130907,CPV,0,0.5,12,4,4,12,1,0,0.0
HIST_UZB_JOR_20130910,UZB,1,0.5,12,4,4,12,1,0,1.0
HIST_JOR_URU_20131113,JOR,0,0.5,12,4,4,12,1,0,0.0
HIST_MEX_NZL_20131113,NZL,1,0.5,12,4,4,12,1,0,1.0
HIST_SCO_USA_20131115,SCO,0,0.5,12,4,4,12,1,0,0.0
HIST_BEL_JPN_20131119,BEL,2,0.5,12,4,4,12,1,0,2.0
HIST_MEX_KOR_20140129,MEX,4,0.5,12,4,4,12,1,0,4.0
HIST_USA_KOR_20140201,KOR,0,0.5,12,4,4,12,1,0,0.0
HIST_RSA_BRA_20140305,BRA,5,0.5,12,4,4,12,1,0,5.0
HIST_USA_TUR_20140601,USA,2,0.5,12,4,4,12,1,0,2.0
HIST_FRA_JAM_20140608,JAM,0,0.5,12,4,4,12,1,0,0.0
HIST_COL_CIV_20140619,CIV,1,0.5,12,4,4,12,1,0,1.0
HIST_GER_GHA_20140621,GER,2,0.5,12,4,4,12,1,0,2.0
HIST_GER_ALG_20140630,ALG,1,0.5,12,4,4,12,1,0,1.0
HIST_FRA_GER_20140704,GER,1,0.5,12,4,4,12,1,0,1.0
HIST_BEL_AUS_20140904,AUS,0,0.5,12,4,4,12,1,0,0.0
HIST_ITA_NED_20140904,ITA,2,0.5,12,4,4,12,1,0,2.0
HIST_QAT_UZB_20141006,UZB,0,0.5,12,4,4,12,1,0,0.0
HIST_JPN_BRA_20141014,JPN,0,0.5,12,4,4,12,1,0,0.0
HIST_IRN_IRQ_20150104,IRN,1,0.5,12,4,4,12,1,0,1.0
HIST_KOR_UZB_20150122,UZB,0,0.5,12,4,4,12,1,0,0.0
HIST_QAT_ALG_20150326,QAT,1,0.5,12,4,4,12,1,0,1.0
HIST_ARG_ECU_20150331,ECU,1,0.5,12,4,4,12,1,0,1.0
HIST_NOR_SWE_20150608,NOR,0,0.5,12,4,4,12,1,0,0.0
HIST_BRA_COL_20150617,BRA,0,0.5,12,4,4,12,1,0,0.0
HIST_JAM_CAN_20150711,CAN,0,0.5,12,4,4,12,1,0,0.0
HIST_JPN_KOR_20150805,JPN,1,0.5,12,4,4,12,1,0,1.0
HIST_BEL_ITA_20151113,ITA,1,0.5,12,4,4,12,1,0,1.0
HIST_ESP_ENG_20151113,ESP,2,0.5,12,4,4,12,1,0,2.0
HIST_ESP_ENG_20151113,ENG,0,0.5,12,4,4,12,1,0,0.0
HIST_MEX_CAN_20160329,CAN,0,0.5,12,4,4,12,1,0,0.0
HIST_ITA_SCO_20160529,SCO,0,0.5,12,4,4,12,1,0,0.0
HIST_AUT_NED_20160604,NED,2,0.5,12,4,4,12,1,0,2.0
HIST_MEX_JAM_20160609,MEX,2,0.5,12,4,4,12,1,0,2.0
HIST_USA_PAR_20160611,USA,1,0.5,12,4,4,12,1,0,1.0
HIST_USA_ECU_20160616,USA,2,0.5,12,4,4,12,1,0,2.0
HIST_JOR_QAT_20160818,QAT,3,0.5,12,4,4,12,1,0,3.0
HIST_RSA_EGY_20160906,EGY,0,0.5,12,4,4,12,1,0,0.0
HIST_ARG_PAR_20161011,PAR,1,0.5,12,4,4,12,1,0,1.0
HIST_ENG_ESP_20161115,ENG,2,0.5,12,4,4,12,1,0,2.0
HIST_ENG_ESP_20161115,ESP,2,0.5,12,4,4,12,1,0,2.0
HIST_EGY_TUN_20170108,TUN,0,0.5,12,4,4,12,1,0,0.0
HIST_BRA_COL_20170126,BRA,1,0.5,12,4,4,12,1,0,1.0
HIST_KSA_IRQ_20170328,KSA,1,0.5,12,4,4,12,1,0,1.0
HIST_KSA_IRQ_20170328,IRQ,0,0.5,12,4,4,12,1,0,0.0
HIST_ITA_URU_20170607,URU,0,0.5,12,4,4,12,1,0,0.0
HIST_SWE_FRA_20170609,SWE,2,0.5,12,4,4,12,1,0,2.0
HIST_SWE_FRA_20170609,FRA,1,0.5,12,4,4,12,1,0,1.0
HIST_NOR_CZE_20170610,CZE,1,0.5,12,4,4,12,1,0,1.0
HIST_IRN_UZB_20170612,IRN,2,0.5,12,4,4,12,1,0,2.0
HIST_AUS_BRA_20170613,BRA,4,0.5,12,4,4,12,1,0,4.0
HIST_MEX_JAM_20170723,JAM,1,0.5,12,4,4,12,1,0,1.0
HIST_GER_NOR_20170904,GER,6,0.5,12,4,4,12,1,0,6.0
HIST_COL_BRA_20170905,COL,1,0.5,12,4,4,12,1,0,1.0
HIST_UZB_KOR_20170905,KOR,0,0.5,12,4,4,12,1,0,0.0
HIST_ECU_ARG_20171010,ARG,3,0.5,12,4,4,12,1,0,3.0
HIST_NED_SWE_20171010,NED,2,0.5,12,4,4,12,1,0,2.0
HIST_JPN_BRA_20171110,JPN,1,0.5,12,4,4,12,1,0,1.0
HIST_IRQ_KSA_20180228,IRQ,4,0.5,12,4,4,12,1,0,4.0
HIST_IRQ_KSA_20180228,KSA,1,0.5,12,4,4,12,1,0,1.0
HIST_IRQ_QAT_20180321,IRQ,2,0.5,12,4,4,12,1,0,2.0
HIST_MAR_UZB_20180327,UZB,0,0.5,12,4,4,12,1,0,0.0
HIST_ESP_ARG_20180327,ARG,1,0.5,12,4,4,12,1,0,1.0
HIST_ARG_HAI_20180529,HAI,0,0.5,12,4,4,12,1,0,0.0
HIST_TUR_TUN_20180601,TUN,2,0.5,12,4,4,12,1,0,2.0
HIST_CZE_AUS_20180601,AUS,4,0.5,12,4,4,12,1,0,4.0
HIST_BEL_EGY_20180606,BEL,3,0.5,12,4,4,12,1,0,3.0
HIST_GER_KSA_20180608,GER,2,0.5,12,4,4,12,1,0,2.0
HIST_SUI_JPN_20180608,SUI,2,0.5,12,4,4,12,1,0,2.0
HIST_KOR_SEN_20180611,SEN,2,0.5,12,4,4,12,1,0,2.0
HIST_IRN_ESP_20180620,IRN,0,0.5,12,4,4,12,1,0,0.0
HIST_BEL_TUN_20180623,BEL,5,0.5,12,4,4,12,1,0,5.0
HIST_KOR_MEX_20180623,KOR,1,0.5,12,4,4,12,1,0,1.0
HIST_ENG_PAN_20180624,ENG,6,0.5,12,4,4,12,1,0,6.0
HIST_ENG_BEL_20180628,BEL,1,0.5,12,4,4,12,1,0,1.0
HIST_BRA_MEX_20180702,MEX,0,0.5,12,4,4,12,1,0,0.0
HIST_URU_FRA_20180706,URU,0,0.5,12,4,4,12,1,0,0.0
HIST_SWE_ENG_20180707,ENG,2,0.5,12,4,4,12,1,0,2.0
HIST_FRA_NED_20180909,FRA,2,0.5,12,4,4,12,1,0,2.0
HIST_KOR_URU_20181012,KOR,2,0.5,12,4,4,12,1,0,2.0
HIST_QAT_ECU_20181012,QAT,4,0.5,12,4,4,12,1,0,4.0
HIST_ESP_ENG_20181015,ESP,2,0.5,12,4,4,12,1,0,2.0
HIST_ESP_ENG_20181015,ENG,3,0.5,12,4,4,12,1,0,3.0
HIST_KOR_PAN_20181016,PAN,2,0.5,12,4,4,12,1,0,2.0
HIST_ENG_CZE_20190322,ENG,5,0.5,12,4,4,12,1,0,5.0
HIST_CZE_BRA_20190326,BRA,3,0.5,12,4,4,12,1,0,3.0
HIST_KOR_COL_20190326,KOR,2,0.5,12,4,4,12,1,0,2.0
HIST_ARG_PAR_20190619,ARG,1,0.5,12,4,4,12,1,0,1.0
HIST_RSA_MAR_20190701,MAR,1,0.5,12,4,4,12,1,0,1.0
HIST_JOR_KSA_20190810,JOR,3,0.5,12,4,4,12,1,0,3.0
HIST_SWE_NOR_20190908,SWE,1,0.5,12,4,4,12,1,0,1.0
HIST_HAI_CUW_20190910,HAI,1,0.5,12,4,4,12,1,0,1.0
HIST_GER_ARG_20191009,GER,2,0.5,12,4,4,12,1,0,2.0
HIST_BEL_CIV_20201008,CIV,1,0.5,12,4,4,12,1,0,1.0
HIST_POR_SWE_20201014,POR,3,0.5,12,4,4,12,1,0,3.0
HIST_GER_CZE_20201111,CZE,0,0.5,12,4,4,12,1,0,0.0
HIST_JOR_IRQ_20201112,JOR,0,0.5,12,4,4,12,1,0,0.0
HIST_UZB_IRQ_20201117,UZB,1,0.5,12,4,4,12,1,0,1.0
HIST_USA_MEX_20210606,MEX,2,0.5,12,4,4,12,1,0,2.0
HIST_MAR_GHA_20210608,MAR,1,0.5,12,4,4,12,1,0,1.0
HIST_PAN_CUW_20210612,PAN,2,0.5,12,4,4,12,1,0,2.0
HIST_BEL_POR_20210627,BEL,1,0.5,12,4,4,12,1,0,1.0
HIST_BEL_POR_20210627,POR,0,0.5,12,4,4,12,1,0,0.0
