match_id,tournament_id,match_date,home_team_id,away_team_id,home_score,away_score,home_penalty_score,away_penalty_score,match_phase,status
HIST_ENG_ESP_20161115,FRIENDLY,2016-11-15,ENG,ESP,2,2,,,Friendly,Completed
HIST_POR_MEX_20170702,OTHER_HIST,2017-07-02,POR,MEX,2,1,,,Confederations Cup,Completed
HIST_KSA_JAM_20171007,FRIENDLY,2017-10-07,KSA,JAM,5,2,,,Friendly,Completed
HIST_IRQ_QAT_20180321,FRIENDLY,2018-03-21,IRQ,QAT,2,3,,,Friendly,Completed
HIST_CZE_AUS_20180601,FRIENDLY,2018-06-01,CZE,AUS,0,4,,,Friendly,Completed
HIST_BEL_PAN_20180618,WC18,2018-06-18,BEL,PAN,3,0,,,World Cup Knockout,Completed
HIST_FRA_CRO_20180715,WC18,2018-07-15,FRA,CRO,4,2,,,World Cup Knockout,Completed
HIST_USA_BRA_20180907,FRIENDLY,2018-09-07,USA,BRA,0,2,,,Friendly,Completed
HIST_ENG_ESP_20180908,OTHER_HIST,2018-09-08,ENG,ESP,1,2,,,UEFA Nations League,Completed
HIST_USA_COL_20181011,FRIENDLY,2018-10-11,USA,COL,2,4,,,Friendly,Completed
HIST_KOR_UZB_20181120,FRIENDLY,2018-11-20,KOR,UZB,4,0,,,Friendly,Completed
HIST_USA_JAM_20190605,FRIENDLY,2019-06-05,USA,JAM,0,1,,,Friendly,Completed
HIST_ENG_NED_20190606,OTHER_HIST,2019-06-06,ENG,NED,1,3,,,UEFA Nations League,Completed
HIST_TUN_IRQ_20190607,FRIENDLY,2019-06-07,TUN,IRQ,2,0,,,Friendly,Completed
HIST_URU_PAN_20190607,FRIENDLY,2019-06-07,URU,PAN,3,0,,,Friendly,Completed
HIST_PAR_QAT_20190616,CA2019,2019-06-16,PAR,QAT,2,2,,,Copa America,Completed
HIST_COL_PAR_20190623,CA2019,2019-06-23,COL,PAR,1,0,,,Copa America,Completed
HIST_QAT_ARG_20190623,CA2019,2019-06-23,QAT,ARG,0,2,,,Copa America,Completed
HIST_ECU_JPN_20190624,CA2019,2019-06-24,ECU,JPN,1,1,,,Copa America,Completed
HIST_ECU_COL_20191119,FRIENDLY,2019-11-19,ECU,COL,0,1,,,Friendly,Completed
HIST_GER_TUR_20201007,FRIENDLY,2020-10-07,GER,TUR,3,3,,,Friendly,Completed
HIST_ESP_SUI_20201010,OTHER_HIST,2020-10-10,ESP,SUI,1,0,,,UEFA Nations League,Completed
HIST_TUR_CRO_20201111,FRIENDLY,2020-11-11,TUR,CRO,3,3,,,Friendly,Completed
HIST_POR_FRA_20201114,OTHER_HIST,2020-11-14,POR,FRA,0,1,,,UEFA Nations League,Completed
HIST_ECU_COL_20201117,OTHER_HIST,2020-11-17,ECU,COL,6,1,,,FIFA World Cup qualification,Completed
HIST_URU_PAR_20210628,CA2021,2021-06-28,URU,PAR,1,0,,,Copa America,Completed
HIST_HAI_JOR_20210904,FRIENDLY,2021-09-04,HAI,JOR,2,0,,,Friendly,Completed
HIST_PAR_COL_20210905,OTHER_HIST,2021-09-05,PAR,COL,1,1,,,FIFA World Cup qualification,Completed
HIST_JPN_AUS_20211012,OTHER_HIST,2021-10-12,JPN,AUS,2,1,,,FIFA World Cup qualification,Completed
HIST_CAN_PAN_20211013,OTHER_HIST,2021-10-13,CAN,PAN,4,1,,,FIFA World Cup qualification,Completed
HIST_QAT_EGY_20211218,OTHER_HIST,2021-12-18,QAT,EGY,0,0,4,3,Arab Cup,Completed
HIST_SWE_CZE_20220324,OTHER_HIST,2022-03-24,SWE,CZE,1,0,,,FIFA World Cup qualification,Completed
HIST_TUR_ITA_20220329,FRIENDLY,2022-03-29,TUR,ITA,2,3,,,Friendly,Completed
HIST_SUI_ESP_20220609,OTHER_HIST,2022-06-09,SUI,ESP,0,1,,,UEFA Nations League,Completed
HIST_JAM_MEX_20220614,OTHER_HIST,2022-06-14,JAM,MEX,1,1,,,CONCACAF Nations League,Completed
HIST_JPN_TUN_20220614,OTHER_HIST,2022-06-14,JPN,TUN,0,3,,,Kirin Cup,Completed
HIST_NZL_AUS_20220925,FRIENDLY,2022-09-25,NZL,AUS,0,2,,,Friendly,Completed
HIST_POR_ESP_20220927,OTHER_HIST,2022-09-27,POR,ESP,0,1,,,UEFA Nations League,Completed
HIST_QAT_PAN_20221107,FRIENDLY,2022-11-07,QAT,PAN,2,1,,,Friendly,Completed
HIST_KSA_PAN_20221110,FRIENDLY,2022-11-10,KSA,PAN,1,1,,,Friendly,Completed
HIST_AUT_ITA_20221120,FRIENDLY,2022-11-20,AUT,ITA,2,0,,,Friendly,Completed
HIST_ARG_KSA_20221122,WC22,2022-11-22,ARG,KSA,1,2,,,World Cup Knockout,Completed
HIST_TUN_AUS_20221126,WC22,2022-11-26,TUN,AUS,0,1,,,World Cup Knockout,Completed
HIST_CRO_BEL_20221201,WC22,2022-12-01,CRO,BEL,0,0,,,World Cup Knockout,Completed
HIST_ENG_SEN_20221204,WC22,2022-12-04,ENG,SEN,3,0,,,World Cup Knockout,Completed
HIST_NED_ARG_20221209,WC22,2022-12-09,NED,ARG,2,2,3,4,World Cup Knockout,Completed
HIST_SWE_NZL_20230616,FRIENDLY,2023-06-16,SWE,NZL,4,1,,,Friendly,Completed
HIST_USA_CAN_20230618,OTHER_HIST,2023-06-18,USA,CAN,2,0,,,CONCACAF Nations League,Completed
HIST_CRO_ESP_20230618,OTHER_HIST,2023-06-18,CRO,ESP,0,0,3,4,UEFA Nations League,Completed
HIST_GER_COL_20230620,FRIENDLY,2023-06-20,GER,COL,0,2,,,Friendly,Completed
HIST_JAM_MEX_20230712,OTHER_HIST,2023-07-12,JAM,MEX,0,3,,,Gold Cup,Completed
HIST_SCO_ENG_20230912,FRIENDLY,2023-09-12,SCO,ENG,1,3,,,Friendly,Completed
HIST_MEX_GER_20231017,FRIENDLY,2023-10-17,MEX,GER,2,2,,,Friendly,Completed
HIST_EGY_GHA_20240118,OTHER_HIST,2024-01-18,EGY,GHA,2,2,,,African Cup of Nations,Completed
HIST_MAR_RSA_20240130,OTHER_HIST,2024-01-30,MAR,RSA,0,2,,,African Cup of Nations,Completed
HIST_IRN_JPN_20240203,OTHER_HIST,2024-02-03,IRN,JPN,2,1,,,AFC Asian Cup,Completed
HIST_QAT_IRN_20240207,OTHER_HIST,2024-02-07,QAT,IRN,3,2,,,AFC Asian Cup,Completed
HIST_ARG_ECU_20240609,FRIENDLY,2024-06-09,ARG,ECU,1,0,,,Friendly,Completed
HIST_CAN_URU_20240713,CA2024,2024-07-13,CAN,URU,2,2,3,4,Copa America,Completed
HIST_FRA_ITA_20240906,OTHER_HIST,2024-09-06,FRA,ITA,1,3,,,UEFA Nations League,Completed
HIST_IRQ_KOR_20250605,OTHER_HIST,2025-06-05,IRQ,KOR,0,2,,,FIFA World Cup qualification,Completed
HIST_CAN_CIV_20250610,OTHER_HIST,2025-06-10,CAN,CIV,0,0,,,Canadian Shield,Completed
HIST_USA_KSA_20250619,OTHER_HIST,2025-06-19,USA,KSA,1,0,,,Gold Cup,Completed
HIST_USA_KOR_20250906,FRIENDLY,2025-09-06,USA,KOR,0,2,,,Friendly,Completed
HIST_UZB_EGY_20251114,OTHER_HIST,2025-11-14,UZB,EGY,2,0,,,Al Ain International Cup,Completed
HIST_USA_URU_20251118,FRIENDLY,2025-11-18,USA,URU,5,1,,,Friendly,Completed
HIST_EGY_RSA_20251226,OTHER_HIST,2025-12-26,EGY,RSA,1,0,,,African Cup of Nations,Completed
HIST_KSA_EGY_20260327,FRIENDLY,2026-03-27,KSA,EGY,0,4,,,Friendly,Completed
HIST_ECU_KSA_20260530,FRIENDLY,2026-05-30,ECU,KSA,2,1,,,Friendly,Completed
HIST_NOR_SWE_20260601,FRIENDLY,2026-06-01,NOR,SWE,3,1,,,Friendly,Completed
HIST_JPN_MEX_20000205,OTHER_HIST,2000-02-05,JPN,MEX,0,1,,,Lunar New Year Cup,Completed
HIST_JAM_PAN_20000514,FRIENDLY,2000-05-14,JAM,PAN,0,1,,,Friendly,Completed
HIST_TUR_POR_20000624,EURO2000,2000-06-24,TUR,POR,0,2,,,UEFA Euro,Completed
HIST_COL_ARG_20000629,OTHER_HIST,2000-06-29,COL,ARG,1,3,,,FIFA World Cup qualification,Completed
HIST_SCO_BEL_20010324,OTHER_HIST,2001-03-24,SCO,BEL,2,2,,,FIFA World Cup qualification,Completed
HIST_FRA_POR_20010425,FRIENDLY,2001-04-25,FRA,POR,4,0,,,Friendly,Completed
HIST_AUS_BRA_20010609,OTHER_HIST,2001-06-09,AUS,BRA,1,0,,,Confederations Cup,Completed
HIST_AUS_NZL_20010624,OTHER_HIST,2001-06-24,AUS,NZL,4,1,,,FIFA World Cup qualification,Completed
HIST_BRA_MEX_20010712,CA2001,2001-07-12,BRA,MEX,0,1,,,Copa America,Completed
HIST_ENG_NED_20010815,FRIENDLY,2001-08-15,ENG,NED,0,2,,,Friendly,Completed
HIST_KSA_IRQ_20010831,OTHER_HIST,2001-08-31,KSA,IRQ,1,0,,,FIFA World Cup qualification,Completed
HIST_USA_JAM_20011007,OTHER_HIST,2001-10-07,USA,JAM,2,1,,,FIFA World Cup qualification,Completed
HIST_JPN_ITA_20011107,FRIENDLY,2001-11-07,JPN,ITA,1,1,,,Friendly,Completed
HIST_USA_KOR_20020119,OTHER_HIST,2002-01-19,USA,KOR,2,1,,,Gold Cup,Completed
HIST_TUN_KOR_20020313,FRIENDLY,2002-03-13,TUN,KOR,0,0,,,Friendly,Completed
HIST_FRA_SCO_20020327,FRIENDLY,2002-03-27,FRA,SCO,5,0,,,Friendly,Completed
HIST_USA_URU_20020512,FRIENDLY,2002-05-12,USA,URU,2,1,,,Friendly,Completed
HIST_FRA_BEL_20020518,FRIENDLY,2002-05-18,FRA,BEL,1,2,,,Friendly,Completed
HIST_BRA_PAR_20020821,FRIENDLY,2002-08-21,BRA,PAR,0,1,,,Friendly,Completed
HIST_AUT_NED_20021016,EURO2002,2002-10-16,AUT,NED,0,3,,,UEFA Euro,Completed
HIST_SWE_POR_20021016,FRIENDLY,2002-10-16,SWE,POR,2,3,,,Friendly,Completed
HIST_KOR_BRA_20021120,FRIENDLY,2002-11-20,KOR,BRA,2,3,,,Friendly,Completed
HIST_JAM_COL_20030713,OTHER_HIST,2003-07-13,JAM,COL,0,1,,,Gold Cup,Completed
HIST_COL_BRA_20030907,OTHER_HIST,2003-09-07,COL,BRA,1,2,,,FIFA World Cup qualification,Completed
HIST_PAR_ECU_20031115,OTHER_HIST,2003-11-15,PAR,ECU,2,1,,,FIFA World Cup qualification,Completed
HIST_NED_SCO_20031119,EURO2003,2003-11-19,NED,SCO,6,0,,,UEFA Euro,Completed
HIST_POR_ENG_20040218,FRIENDLY,2004-02-18,POR,ENG,1,1,,,Friendly,Completed
HIST_MEX_ECU_20040310,FRIENDLY,2004-03-10,MEX,ECU,2,1,,,Friendly,Completed
HIST_BEL_TUR_20040428,FRIENDLY,2004-04-28,BEL,TUR,2,3,,,Friendly,Completed
HIST_IRN_IRQ_20040623,OTHER_HIST,2004-06-23,IRN,IRQ,2,1,,,WAFF Championship,Completed
HIST_JAM_USA_20040818,OTHER_HIST,2004-08-18,JAM,USA,1,1,,,FIFA World Cup qualification,Completed
HIST_AUT_ENG_20040904,OTHER_HIST,2004-09-04,AUT,ENG,2,2,,,FIFA World Cup qualification,Completed
HIST_SWE_CRO_20040908,OTHER_HIST,2004-09-08,SWE,CRO,0,1,,,FIFA World Cup qualification,Completed
HIST_URU_BRA_20050330,OTHER_HIST,2005-03-30,URU,BRA,1,1,,,FIFA World Cup qualification,Completed
HIST_USA_ENG_20050528,FRIENDLY,2005-05-28,USA,ENG,1,2,,,Friendly,Completed
HIST_COL_ENG_20050531,FRIENDLY,2005-05-31,COL,ENG,2,3,,,Friendly,Completed
HIST_GER_BRA_20050625,OTHER_HIST,2005-06-25,GER,BRA,2,3,,,Confederations Cup,Completed
HIST_BRA_ARG_20050629,OTHER_HIST,2005-06-29,BRA,ARG,4,1,,,Confederations Cup,Completed
HIST_SEN_GHA_20050817,FRIENDLY,2005-08-17,SEN,GHA,0,0,,,Friendly,Completed
HIST_KOR_SWE_20051112,FRIENDLY,2005-11-12,KOR,SWE,2,2,,,Friendly,Completed
HIST_NED_ITA_20051112,FRIENDLY,2005-11-12,NED,ITA,1,3,,,Friendly,Completed
HIST_NOR_CZE_20051112,OTHER_HIST,2005-11-12,NOR,CZE,0,1,,,FIFA World Cup qualification,Completed
HIST_SUI_TUR_20051112,OTHER_HIST,2005-11-12,SUI,TUR,2,0,,,FIFA World Cup qualification,Completed
HIST_NED_ECU_20060301,FRIENDLY,2006-03-01,NED,ECU,1,0,,,Friendly,Completed
HIST_KOR_SEN_20060523,FRIENDLY,2006-05-23,KOR,SEN,1,1,,,Friendly,Completed
HIST_GHA_KOR_20060604,FRIENDLY,2006-06-04,GHA,KOR,3,1,,,Friendly,Completed
HIST_POR_NED_20060625,WC06,2006-06-25,POR,NED,1,0,,,World Cup Knockout,Completed
HIST_EGY_URU_20060816,FRIENDLY,2006-08-16,EGY,URU,0,2,,,Friendly,Completed
HIST_ITA_TUR_20061115,FRIENDLY,2006-11-15,ITA,TUR,1,1,,,Friendly,Completed
HIST_SUI_BRA_20061115,FRIENDLY,2006-11-15,SUI,BRA,1,2,,,Friendly,Completed
HIST_JOR_IRQ_20070608,FRIENDLY,2007-06-08,JOR,IRQ,1,1,,,Friendly,Completed
HIST_JOR_IRQ_20070612,FRIENDLY,2007-06-12,JOR,IRQ,0,0,,,Friendly,Completed
HIST_IRN_JAM_20070702,FRIENDLY,2007-07-02,IRN,JAM,8,1,,,Friendly,Completed
